code,year,population,month,vlookup
AR,1994,2494019.0,1,AR+1994+1
AR,1993,2456303.0,1,AR+1993+1
AR,1995,2535399.0,1,AR+1995+1
AR,1996,2572109.0,1,AR+1996+1
AR,1997,2601091.0,1,AR+1997+1
AR,1998,2626289.0,1,AR+1998+1
AR,2000,2678588.0,1,AR+2000+1
AR,1999,2651860.0,1,AR+1999+1
AR,2002,2705927.0,1,AR+2002+1
AR,2001,2691571.0,1,AR+2001+1
AR,2004,2749686.0,1,AR+2004+1
AR,2003,2724816.0,1,AR+2003+1
AR,2006,2821761.0,1,AR+2006+1
AR,2005,2781097.0,1,AR+2005+1
AR,2008,2874554.0,1,AR+2008+1
AR,2007,2848650.0,1,AR+2007+1
AR,2009,2896843.0,1,AR+2009+1
AR,2013,2959373.0,1,AR+2013+1
AR,2011,2938506.0,1,AR+2011+1
AR,2010,2922280.0,1,AR+2010+1
AR,2012,2949828.0,1,AR+2012+1
CA,2012,37999878.0,1,CA+2012+1
CA,2011,37668681.0,1,CA+2011+1
CA,2010,37333601.0,1,CA+2010+1
CA,2013,38332521.0,1,CA+2013+1
CA,2009,36961229.0,1,CA+2009+1
CA,2007,36250311.0,1,CA+2007+1
CA,2008,36604337.0,1,CA+2008+1
CA,2005,35827943.0,1,CA+2005+1
CA,2006,36021202.0,1,CA+2006+1
CA,2003,35253159.0,1,CA+2003+1
CA,2004,35574576.0,1,CA+2004+1
CA,2001,34479458.0,1,CA+2001+1
CA,2002,34871843.0,1,CA+2002+1
CA,1999,33499204.0,1,CA+1999+1
CA,2000,33987977.0,1,CA+2000+1
CA,1998,32987675.0,1,CA+1998+1
CA,1997,32486010.0,1,CA+1997+1
CA,1996,32018834.0,1,CA+1996+1
CA,1995,31696582.0,1,CA+1995+1
CA,1993,31274928.0,1,CA+1993+1
CA,1994,31484435.0,1,CA+1994+1
CA,1991,30470736.0,1,CA+1991+1
CA,1992,30974659.0,1,CA+1992+1
CA,1990,29959515.0,1,CA+1990+1
CO,1990,3307618.0,1,CO+1990+1
CO,1992,3495939.0,1,CO+1992+1
CO,1991,3387119.0,1,CO+1991+1
CO,1994,3724168.0,1,CO+1994+1
CO,1993,3613734.0,1,CO+1993+1
CO,1995,3826653.0,1,CO+1995+1
CO,1996,3919972.0,1,CO+1996+1
CO,1997,4018293.0,1,CO+1997+1
CO,1998,4116639.0,1,CO+1998+1
CO,2000,4326921.0,1,CO+2000+1
CO,1999,4226018.0,1,CO+1999+1
CO,2002,4490406.0,1,CO+2002+1
CO,2001,4425687.0,1,CO+2001+1
CO,2004,4575013.0,1,CO+2004+1
CO,2003,4528732.0,1,CO+2003+1
CO,2006,4720423.0,1,CO+2006+1
CO,2005,4631888.0,1,CO+2005+1
CO,2008,4889730.0,1,CO+2008+1
CO,2007,4803868.0,1,CO+2007+1
CO,2009,4972195.0,1,CO+2009+1
CO,2013,5268367.0,1,CO+2013+1
CO,2010,5048196.0,1,CO+2010+1
CO,2011,5118400.0,1,CO+2011+1
CO,2012,5189458.0,1,CO+2012+1
CT,2012,3591765.0,1,CT+2012+1
CT,2011,3588948.0,1,CT+2011+1
CT,2010,3579210.0,1,CT+2010+1
CT,2013,3596080.0,1,CT+2013+1
CT,2009,3561807.0,1,CT+2009+1
CT,2007,3527270.0,1,CT+2007+1
CT,2008,3545579.0,1,CT+2008+1
CT,2005,3506956.0,1,CT+2005+1
CT,2006,3517460.0,1,CT+2006+1
CT,2003,3484336.0,1,CT+2003+1
CT,2004,3496094.0,1,CT+2004+1
CT,2001,3432835.0,1,CT+2001+1
CT,2002,3458749.0,1,CT+2002+1
CT,1999,3386401.0,1,CT+1999+1
CT,2000,3411777.0,1,CT+2000+1
CT,1998,3365352.0,1,CT+1998+1
CT,1997,3349348.0,1,CT+1997+1
CT,1996,3336685.0,1,CT+1996+1
CT,1995,3324144.0,1,CT+1995+1
CT,1993,3309175.0,1,CT+1993+1
CT,1994,3316121.0,1,CT+1994+1
CT,1991,3302895.0,1,CT+1991+1
CT,1992,3300712.0,1,CT+1992+1
CT,1990,3291967.0,1,CT+1990+1
DE,1990,669567.0,1,DE+1990+1
DE,1992,694927.0,1,DE+1992+1
DE,1991,683080.0,1,DE+1991+1
DE,1994,717545.0,1,DE+1994+1
DE,1993,706378.0,1,DE+1993+1
DE,1995,729735.0,1,DE+1995+1
DE,1996,740978.0,1,DE+1996+1
DE,1997,751487.0,1,DE+1997+1
DE,1998,763335.0,1,DE+1998+1
DE,2000,786373.0,1,DE+2000+1
DE,1999,774990.0,1,DE+1999+1
DE,2002,806169.0,1,DE+2002+1
DE,2001,795699.0,1,DE+2001+1
DE,2004,830803.0,1,DE+2004+1
DE,2003,818003.0,1,DE+2003+1
DE,2006,859268.0,1,DE+2006+1
DE,2005,845150.0,1,DE+2005+1
DE,2008,883874.0,1,DE+2008+1
DE,2007,871749.0,1,DE+2007+1
DE,2013,925749.0,1,DE+2013+1
DE,2009,891730.0,1,DE+2009+1
DE,2010,899711.0,1,DE+2010+1
DE,2011,907985.0,1,DE+2011+1
DE,2012,917053.0,1,DE+2012+1
DC,2012,633427.0,1,DC+2012+1
DC,2011,619624.0,1,DC+2011+1
DC,2010,605125.0,1,DC+2010+1
DC,2013,646449.0,1,DC+2013+1
DC,2009,592228.0,1,DC+2009+1
DC,2007,574404.0,1,DC+2007+1
DC,2008,580236.0,1,DC+2008+1
DC,2005,567136.0,1,DC+2005+1
DC,2006,570681.0,1,DC+2006+1
DC,2003,568502.0,1,DC+2003+1
DC,2004,567754.0,1,DC+2004+1
DC,2001,574504.0,1,DC+2001+1
DC,2002,573158.0,1,DC+2002+1
DC,1999,570220.0,1,DC+1999+1
DC,2000,572046.0,1,DC+2000+1
DC,1998,565232.0,1,DC+1998+1
DC,1997,567739.0,1,DC+1997+1
DC,1996,572379.0,1,DC+1996+1
DC,1995,580519.0,1,DC+1995+1
DC,1993,595302.0,1,DC+1993+1
DC,1994,589240.0,1,DC+1994+1
DC,1991,600870.0,1,DC+1991+1
DC,1992,597567.0,1,DC+1992+1
DC,1990,605321.0,1,DC+1990+1
FL,1990,13033307.0,1,FL+1990+1
FL,1991,13369798.0,1,FL+1991+1
FL,1994,14239444.0,1,FL+1994+1
FL,1993,13927185.0,1,FL+1993+1
FL,1992,13650553.0,1,FL+1992+1
FL,1995,14537875.0,1,FL+1995+1
FL,1996,14853360.0,1,FL+1996+1
FL,1997,15186304.0,1,FL+1997+1
FL,1998,15486559.0,1,FL+1998+1
FL,1999,15759421.0,1,FL+1999+1
FL,2000,16047515.0,1,FL+2000+1
FL,2001,16356966.0,1,FL+2001+1
FL,2002,16689370.0,1,FL+2002+1
FL,2003,17004085.0,1,FL+2003+1
FL,2004,17415318.0,1,FL+2004+1
FL,2005,17842038.0,1,FL+2005+1
FL,2006,18166990.0,1,FL+2006+1
FL,2007,18367842.0,1,FL+2007+1
FL,2008,18527305.0,1,FL+2008+1
FL,2009,18652644.0,1,FL+2009+1
FL,2013,19552860.0,1,FL+2013+1
FL,2010,18846054.0,1,FL+2010+1
FL,2011,19083482.0,1,FL+2011+1
FL,2012,19320749.0,1,FL+2012+1
GA,2012,9915646.0,1,GA+2012+1
GA,2011,9810181.0,1,GA+2011+1
GA,2010,9713248.0,1,GA+2010+1
GA,2013,9992167.0,1,GA+2013+1
GA,2009,9620846.0,1,GA+2009+1
GA,2007,9349988.0,1,GA+2007+1
GA,2008,9504843.0,1,GA+2008+1
GA,2005,8925922.0,1,GA+2005+1
GA,2006,9155813.0,1,GA+2006+1
GA,2003,8622793.0,1,GA+2003+1
GA,2004,8769252.0,1,GA+2004+1
GA,2001,8377038.0,1,GA+2001+1
GA,2002,8508256.0,1,GA+2002+1
GA,1999,8045965.0,1,GA+1999+1
GA,2000,8227303.0,1,GA+2000+1
GA,1997,7685099.0,1,GA+1997+1
GA,1998,7863536.0,1,GA+1998+1
GA,1996,7501069.0,1,GA+1996+1
GA,1995,7328413.0,1,GA+1995+1
GA,1992,6817203.0,1,GA+1992+1
GA,1993,6978240.0,1,GA+1993+1
GA,1994,7157165.0,1,GA+1994+1
GA,1991,6653005.0,1,GA+1991+1
GA,1990,6512602.0,1,GA+1990+1
HI,1990,1113491.0,1,HI+1990+1
HI,1991,1136754.0,1,HI+1991+1
HI,1994,1187536.0,1,HI+1994+1
HI,1993,1172838.0,1,HI+1993+1
HI,1992,1158613.0,1,HI+1992+1
HI,1995,1196854.0,1,HI+1995+1
HI,1996,1203755.0,1,HI+1996+1
HI,1998,1215233.0,1,HI+1998+1
HI,1997,1211640.0,1,HI+1997+1
HI,2000,1213519.0,1,HI+2000+1
HI,1999,1210300.0,1,HI+1999+1
HI,2002,1239613.0,1,HI+2002+1
HI,2001,1225948.0,1,HI+2001+1
HI,2004,1273569.0,1,HI+2004+1
HI,2003,1251154.0,1,HI+2003+1
HI,2006,1309731.0,1,HI+2006+1
HI,2005,1292729.0,1,HI+2005+1
HI,2008,1332213.0,1,HI+2008+1
HI,2007,1315675.0,1,HI+2007+1
HI,2009,1346717.0,1,HI+2009+1
HI,2013,1404054.0,1,HI+2013+1
HI,2010,1363731.0,1,HI+2010+1
HI,2011,1376897.0,1,HI+2011+1
HI,2012,1390090.0,1,HI+2012+1
ID,2012,1595590.0,1,ID+2012+1
ID,2011,1583930.0,1,ID+2011+1
ID,2010,1570718.0,1,ID+2010+1
ID,2013,1612136.0,1,ID+2013+1
ID,2009,1554439.0,1,ID+2009+1
ID,2007,1505105.0,1,ID+2007+1
ID,2008,1534320.0,1,ID+2008+1
ID,2005,1428241.0,1,ID+2005+1
ID,2006,1468669.0,1,ID+2006+1
ID,2003,1363380.0,1,ID+2003+1
ID,2004,1391802.0,1,ID+2004+1
ID,2001,1319962.0,1,ID+2001+1
ID,2002,1340372.0,1,ID+2002+1
ID,1999,1275674.0,1,ID+1999+1
ID,2000,1299430.0,1,ID+2000+1
ID,1997,1228520.0,1,ID+1997+1
ID,1998,1252330.0,1,ID+1998+1
ID,1996,1203083.0,1,ID+1996+1
ID,1995,1177322.0,1,ID+1995+1
ID,1992,1071685.0,1,ID+1992+1
ID,1993,1108768.0,1,ID+1993+1
ID,1994,1145140.0,1,ID+1994+1
ID,1991,1041316.0,1,ID+1991+1
ID,1990,1012384.0,1,ID+1990+1
IL,1990,11453316.0,1,IL+1990+1
IL,1991,11568964.0,1,IL+1991+1
IL,1994,11912585.0,1,IL+1994+1
IL,1993,11809579.0,1,IL+1993+1
IL,1992,11694184.0,1,IL+1992+1
IL,1995,12008437.0,1,IL+1995+1
IL,1996,12101997.0,1,IL+1996+1
IL,1998,12271847.0,1,IL+1998+1
IL,1997,12185715.0,1,IL+1997+1
IL,2000,12434161.0,1,IL+2000+1
IL,1999,12359020.0,1,IL+1999+1
IL,2002,12525556.0,1,IL+2002+1
IL,2001,12488445.0,1,IL+2001+1
IL,2004,12589773.0,1,IL+2004+1
IL,2003,12556006.0,1,IL+2003+1
IL,2006,12643955.0,1,IL+2006+1
IL,2005,12609903.0,1,IL+2005+1
IL,2008,12747038.0,1,IL+2008+1
IL,2007,12695866.0,1,IL+2007+1
IL,2009,12796778.0,1,IL+2009+1
IL,2013,12882135.0,1,IL+2013+1
IL,2010,12839695.0,1,IL+2010+1
IL,2011,12855970.0,1,IL+2011+1
IL,2012,12868192.0,1,IL+2012+1
IN,2012,6537782.0,1,IN+2012+1
IN,2011,6516336.0,1,IN+2011+1
IN,2010,6489965.0,1,IN+2010+1
IN,2013,6570902.0,1,IN+2013+1
IN,2009,6459325.0,1,IN+2009+1
IN,2007,6379599.0,1,IN+2007+1
IN,2008,6424806.0,1,IN+2008+1
IN,2005,6278616.0,1,IN+2005+1
IN,2006,6332669.0,1,IN+2006+1
IN,2003,6196638.0,1,IN+2003+1
IN,2004,6233007.0,1,IN+2004+1
IN,2001,6127760.0,1,IN+2001+1
IN,2002,6155967.0,1,IN+2002+1
IN,1999,6044970.0,1,IN+1999+1
IN,2000,6091866.0,1,IN+2000+1
IN,1997,5955267.0,1,IN+1997+1
IN,1998,5998881.0,1,IN+1998+1
IN,1996,5906013.0,1,IN+1996+1
IN,1995,5851459.0,1,IN+1995+1
IN,1992,5674547.0,1,IN+1992+1
IN,1993,5739019.0,1,IN+1993+1
IN,1994,5793526.0,1,IN+1994+1
IN,1991,5616388.0,1,IN+1991+1
IN,1990,5557798.0,1,IN+1990+1
IA,1990,2781018.0,1,IA+1990+1
IA,1991,2797613.0,1,IA+1991+1
IA,1994,2850746.0,1,IA+1994+1
IA,1993,2836972.0,1,IA+1993+1
IA,1992,2818401.0,1,IA+1992+1
IA,1995,2867373.0,1,IA+1995+1
IA,1996,2880001.0,1,IA+1996+1
IA,1998,2902872.0,1,IA+1998+1
IA,1997,2891119.0,1,IA+1997+1
IA,2000,2929067.0,1,IA+2000+1
IA,1999,2917634.0,1,IA+1999+1
IA,2002,2934234.0,1,IA+2002+1
IA,2001,2931997.0,1,IA+2001+1
IA,2004,2953635.0,1,IA+2004+1
IA,2003,2941999.0,1,IA+2003+1
IA,2006,2982644.0,1,IA+2006+1
IA,2005,2964454.0,1,IA+2005+1
IA,2008,3016734.0,1,IA+2008+1
IA,2007,2999212.0,1,IA+2007+1
IA,2009,3032870.0,1,IA+2009+1
IA,2013,3090416.0,1,IA+2013+1
IA,2010,3050314.0,1,IA+2010+1
IA,2011,3064102.0,1,IA+2011+1
IA,2012,3075039.0,1,IA+2012+1
KS,2012,2885398.0,1,KS+2012+1
KS,2011,2869548.0,1,KS+2011+1
KS,2010,2858910.0,1,KS+2010+1
KS,2013,2893957.0,1,KS+2013+1
KS,2009,2832704.0,1,KS+2009+1
KS,2007,2783785.0,1,KS+2007+1
KS,2008,2808076.0,1,KS+2008+1
KS,2005,2745299.0,1,KS+2005+1
KS,2006,2762931.0,1,KS+2006+1
KS,2003,2723004.0,1,KS+2003+1
KS,2004,2734373.0,1,KS+2004+1
KS,2001,2702162.0,1,KS+2001+1
KS,2002,2713535.0,1,KS+2002+1
KS,1999,2678338.0,1,KS+1999+1
KS,2000,2693681.0,1,KS+2000+1
KS,1997,2635292.0,1,KS+1997+1
KS,1998,2660598.0,1,KS+1998+1
KS,1996,2614554.0,1,KS+1996+1
KS,1995,2601008.0,1,KS+1995+1
KS,1992,2532395.0,1,KS+1992+1
KS,1993,2556547.0,1,KS+1993+1
KS,1994,2580513.0,1,KS+1994+1
KS,1991,2498722.0,1,KS+1991+1
KS,1990,2481349.0,1,KS+1990+1
KY,1990,3694048.0,1,KY+1990+1
KY,1991,3722328.0,1,KY+1991+1
KY,1994,3849088.0,1,KY+1994+1
KY,1993,3812206.0,1,KY+1993+1
KY,1992,3765469.0,1,KY+1992+1
KY,1995,3887427.0,1,KY+1995+1
KY,1996,3919536.0,1,KY+1996+1
KY,1998,3985391.0,1,KY+1998+1
KY,1997,3952747.0,1,KY+1997+1
KY,2000,4049021.0,1,KY+2000+1
KY,1999,4018053.0,1,KY+1999+1
KY,2002,4089875.0,1,KY+2002+1
KY,2001,4068132.0,1,KY+2001+1
KY,2004,4146101.0,1,KY+2004+1
KY,2003,4117170.0,1,KY+2003+1
KY,2006,4219239.0,1,KY+2006+1
KY,2005,4182742.0,1,KY+2005+1
KY,2008,4289878.0,1,KY+2008+1
KY,2007,4256672.0,1,KY+2007+1
KY,2009,4317074.0,1,KY+2009+1
KY,2013,4395295.0,1,KY+2013+1
KY,2010,4347698.0,1,KY+2010+1
KY,2011,4366869.0,1,KY+2011+1
KY,2012,4379730.0,1,KY+2012+1
LA,2012,4602134.0,1,LA+2012+1
LA,2011,4575197.0,1,LA+2011+1
LA,2010,4545392.0,1,LA+2010+1
LA,2013,4625470.0,1,LA+2013+1
LA,2009,4491648.0,1,LA+2009+1
LA,2007,4375581.0,1,LA+2007+1
LA,2008,4435586.0,1,LA+2008+1
LA,2005,4576628.0,1,LA+2005+1
LA,2006,4302665.0,1,LA+2006+1
LA,2003,4521042.0,1,LA+2003+1
LA,2004,4552238.0,1,LA+2004+1
LA,2001,4477875.0,1,LA+2001+1
LA,2002,4497267.0,1,LA+2002+1
LA,2000,4471885.0,1,LA+2000+1
LA,1999,4460811.0,1,LA+1999+1
LA,1997,4421072.0,1,LA+1997+1
LA,1998,4440344.0,1,LA+1998+1
LA,1996,4398877.0,1,LA+1996+1
LA,1995,4378779.0,1,LA+1995+1
LA,1992,4293003.0,1,LA+1992+1
LA,1993,4316428.0,1,LA+1993+1
LA,1994,4347481.0,1,LA+1994+1
LA,1991,4253279.0,1,LA+1991+1
LA,1990,4221532.0,1,LA+1990+1
ME,1990,1231719.0,1,ME+1990+1
ME,1991,1237081.0,1,ME+1991+1
ME,1994,1242662.0,1,ME+1994+1
ME,1993,1242302.0,1,ME+1993+1
ME,1992,1238508.0,1,ME+1992+1
ME,1995,1243481.0,1,ME+1995+1
ME,1996,1249060.0,1,ME+1996+1
ME,1998,1259127.0,1,ME+1998+1
ME,1997,1254774.0,1,ME+1997+1
ME,1999,1266808.0,1,ME+1999+1
ME,2000,1277072.0,1,ME+2000+1
ME,2002,1295960.0,1,ME+2002+1
ME,2001,1285692.0,1,ME+2001+1
ME,2004,1313688.0,1,ME+2004+1
ME,2003,1306513.0,1,ME+2003+1
ME,2006,1323619.0,1,ME+2006+1
ME,2005,1318787.0,1,ME+2005+1
ME,2008,1330509.0,1,ME+2008+1
ME,2007,1327040.0,1,ME+2007+1
ME,2009,1329590.0,1,ME+2009+1
ME,2013,1328302.0,1,ME+2013+1
ME,2010,1327366.0,1,ME+2010+1
ME,2011,1327844.0,1,ME+2011+1
ME,2012,1328501.0,1,ME+2012+1
MD,2012,5884868.0,1,MD+2012+1
MD,2011,5840241.0,1,MD+2011+1
MD,2010,5787193.0,1,MD+2010+1
MD,2013,5928814.0,1,MD+2013+1
MD,2009,5730388.0,1,MD+2009+1
MD,2007,5653408.0,1,MD+2007+1
MD,2008,5684965.0,1,MD+2008+1
MD,2005,5592379.0,1,MD+2005+1
MD,2006,5627367.0,1,MD+2006+1
MD,2003,5496269.0,1,MD+2003+1
MD,2004,5546935.0,1,MD+2004+1
MD,2001,5374691.0,1,MD+2001+1
MD,2002,5440389.0,1,MD+2002+1
MD,2000,5311034.0,1,MD+2000+1
MD,1999,5254509.0,1,MD+1999+1
MD,1997,5157328.0,1,MD+1997+1
MD,1998,5204464.0,1,MD+1998+1
MD,1996,5111986.0,1,MD+1996+1
MD,1995,5070033.0,1,MD+1995+1
MD,1992,4923369.0,1,MD+1992+1
MD,1993,4971889.0,1,MD+1993+1
MD,1994,5023060.0,1,MD+1994+1
MD,1991,4867641.0,1,MD+1991+1
MD,1990,4799770.0,1,MD+1990+1
MA,1990,6022639.0,1,MA+1990+1
MA,1991,6018470.0,1,MA+1991+1
MA,1994,6095241.0,1,MA+1994+1
MA,1993,6060569.0,1,MA+1993+1
MA,1992,6028709.0,1,MA+1992+1
MA,1995,6141445.0,1,MA+1995+1
MA,1996,6179756.0,1,MA+1996+1
MA,1998,6271838.0,1,MA+1998+1
MA,1997,6226058.0,1,MA+1997+1
MA,1999,6317345.0,1,MA+1999+1
MA,2000,6361104.0,1,MA+2000+1
MA,2001,6397634.0,1,MA+2001+1
MA,2002,6417206.0,1,MA+2002+1
MA,2004,6412281.0,1,MA+2004+1
MA,2003,6422565.0,1,MA+2003+1
MA,2006,6410084.0,1,MA+2006+1
MA,2005,6403290.0,1,MA+2005+1
MA,2008,6468967.0,1,MA+2008+1
MA,2007,6431559.0,1,MA+2007+1
MA,2009,6517613.0,1,MA+2009+1
MA,2013,6692824.0,1,MA+2013+1
MA,2010,6563263.0,1,MA+2010+1
MA,2011,6606285.0,1,MA+2011+1
MA,2012,6645303.0,1,MA+2012+1
MI,2012,9882519.0,1,MI+2012+1
MI,2011,9874589.0,1,MI+2011+1
MI,2010,9876149.0,1,MI+2010+1
MI,2013,9895622.0,1,MI+2013+1
MI,2009,9901591.0,1,MI+2009+1
MI,2007,10001284.0,1,MI+2007+1
MI,2008,9946889.0,1,MI+2008+1
MI,2005,10051137.0,1,MI+2005+1
MI,2006,10036081.0,1,MI+2006+1
MI,2003,10041152.0,1,MI+2003+1
MI,2004,10055315.0,1,MI+2004+1
MI,2002,10015710.0,1,MI+2002+1
MI,2001,9991120.0,1,MI+2001+1
MI,2000,9952450.0,1,MI+2000+1
MI,1999,9897116.0,1,MI+1999+1
MI,1997,9809051.0,1,MI+1997+1
MI,1998,9847942.0,1,MI+1998+1
MI,1996,9758645.0,1,MI+1996+1
MI,1995,9676211.0,1,MI+1995+1
MI,1992,9479065.0,1,MI+1992+1
MI,1993,9540114.0,1,MI+1993+1
MI,1994,9597737.0,1,MI+1994+1
MI,1991,9400446.0,1,MI+1991+1
MI,1990,9311319.0,1,MI+1990+1
MN,1990,4389857.0,1,MN+1990+1
MN,1991,4440859.0,1,MN+1991+1
MN,1994,4610355.0,1,MN+1994+1
MN,1993,4555956.0,1,MN+1993+1
MN,1992,4495572.0,1,MN+1992+1
MN,1995,4660180.0,1,MN+1995+1
MN,1996,4712827.0,1,MN+1996+1
MN,1998,4813412.0,1,MN+1998+1
MN,1997,4763390.0,1,MN+1997+1
MN,1999,4873481.0,1,MN+1999+1
MN,2000,4933692.0,1,MN+2000+1
MN,2001,4982796.0,1,MN+2001+1
MN,2002,5018935.0,1,MN+2002+1
MN,2004,5087713.0,1,MN+2004+1
MN,2003,5053572.0,1,MN+2003+1
MN,2006,5163555.0,1,MN+2006+1
MN,2005,5119598.0,1,MN+2005+1
MN,2008,5247018.0,1,MN+2008+1
MN,2007,5207203.0,1,MN+2007+1
MN,2009,5281203.0,1,MN+2009+1
MN,2013,5420380.0,1,MN+2013+1
MN,2010,5310337.0,1,MN+2010+1
MN,2011,5347108.0,1,MN+2011+1
MN,2012,5379646.0,1,MN+2012+1
MS,2012,2986450.0,1,MS+2012+1
MS,2011,2977886.0,1,MS+2011+1
MS,2010,2970047.0,1,MS+2010+1
MS,2013,2991207.0,1,MS+2013+1
MS,2009,2958774.0,1,MS+2009+1
MS,2007,2928350.0,1,MS+2007+1
MS,2008,2947806.0,1,MS+2008+1
MS,2005,2905943.0,1,MS+2005+1
MS,2006,2904978.0,1,MS+2006+1
MS,2003,2868312.0,1,MS+2003+1
MS,2004,2889010.0,1,MS+2004+1
MS,2002,2858681.0,1,MS+2002+1
MS,2001,2852994.0,1,MS+2001+1
MS,2000,2848353.0,1,MS+2000+1
MS,1999,2828408.0,1,MS+1999+1
MS,1997,2777004.0,1,MS+1997+1
MS,1998,2804834.0,1,MS+1998+1
MS,1996,2748085.0,1,MS+1996+1
MS,1995,2722659.0,1,MS+1995+1
MS,1992,2623734.0,1,MS+1992+1
MS,1993,2655100.0,1,MS+1993+1
MS,1994,2688992.0,1,MS+1994+1
MS,1991,2598733.0,1,MS+1991+1
MS,1990,2578897.0,1,MS+1990+1
MO,1990,5128880.0,1,MO+1990+1
MO,1991,5170800.0,1,MO+1991+1
MO,1994,5324497.0,1,MO+1994+1
MO,1993,5271175.0,1,MO+1993+1
MO,1992,5217101.0,1,MO+1992+1
MO,1996,5431553.0,1,MO+1996+1
MO,1995,5378247.0,1,MO+1995+1
MO,1998,5521765.0,1,MO+1998+1
MO,1997,5481193.0,1,MO+1997+1
MO,1999,5561948.0,1,MO+1999+1
MO,2000,5607285.0,1,MO+2000+1
MO,2001,5641142.0,1,MO+2001+1
MO,2002,5674825.0,1,MO+2002+1
MO,2004,5747741.0,1,MO+2004+1
MO,2003,5709403.0,1,MO+2003+1
MO,2006,5842704.0,1,MO+2006+1
MO,2005,5790300.0,1,MO+2005+1
MO,2008,5923916.0,1,MO+2008+1
MO,2007,5887612.0,1,MO+2007+1
MO,2009,5961088.0,1,MO+2009+1
MO,2013,6044171.0,1,MO+2013+1
MO,2010,5996063.0,1,MO+2010+1
MO,2011,6010065.0,1,MO+2011+1
MO,2012,6024522.0,1,MO+2012+1
MT,2012,1005494.0,1,MT+2012+1
MT,2011,997600.0,1,MT+2011+1
MT,2010,990527.0,1,MT+2010+1
MT,2013,1015165.0,1,MT+2013+1
MT,2009,983982.0,1,MT+2009+1
MT,2007,964706.0,1,MT+2007+1
MT,2008,976415.0,1,MT+2008+1
MT,2005,940102.0,1,MT+2005+1
MT,2006,952692.0,1,MT+2006+1
MT,2003,919630.0,1,MT+2003+1
MT,2004,930009.0,1,MT+2004+1
MT,2002,911667.0,1,MT+2002+1
